t,x,y,z
62.3,0.035381315,0.048929831,-0.09993172
62.4,0.035377324,0.048159125,-0.099774623
62.5,0.035367493,0.047385914,-0.099508152
62.6,0.035351708,0.046610528,-0.099132229
62.7,0.03532986,0.045833298,-0.098646819
62.8,0.035301844,0.045054558,-0.09805193
62.9,0.035267562,0.044274645,-0.097347611
63,0.035226922,0.043493896,-0.096533954
63.1,0.035179835,0.042712653,-0.095611092
63.2,0.03512622,0.041931258,-0.0945792
63.3,0.035066001,0.041150055,-0.093438497
63.4,0.034999107,0.040369391,-0.092189242
63.5,0.034925473,0.039589612,-0.090831736
63.6,0.034845039,0.038811068,-0.089366322
63.7,0.034757752,0.038034108,-0.087793383
63.8,0.034663563,0.037259085,-0.086113345
63.9,0.034562432,0.036486351,-0.084326674
64,0.03445432,0.035716258,-0.082433877
64.1,0.034339198,0.034949161,-0.080435503
64.2,0.03421704,0.034185413,-0.07833214
64.3,0.034087828,0.033425371,-0.076124415
64.4,0.033951547,0.032669389,-0.073812998
64.5,0.033808191,0.031917823,-0.071398596
64.6,0.033657758,0.031171028,-0.068881957
64.7,0.033500251,0.030429358,-0.066263867
64.8,0.03333568,0.029693171,-0.063545152
64.9,0.033164062,0.028962819,-0.060726674
65,0.032985416,0.028238657,-0.057809336
65.1,0.032799772,0.027521039,-0.054794076
65.2,0.03260716,0.026810317,-0.051681872
65.3,0.032407621,0.026106843,-0.048473736
65.4,0.032201198,0.025410967,-0.045170719
65.5,0.031987941,0.024723039,-0.041773906
65.6,0.031767905,0.024043406,-0.03828442
65.7,0.031541153,0.023372416,-0.034703418
65.8,0.03130775,0.022710413,-0.03103209
65.9,0.03106777,0.022057741,-0.027271664
66,0.03082129,0.021414739,-0.023423398
66.1,0.030568393,0.020781748,-0.019488587
66.2,0.030309168,0.020159105,-0.015468556
66.3,0.030043711,0.019547143,-0.011364662
66.4,0.029772119,0.018946195,-0.007178297
66.5,0.029494498,0.018356592,-0.002910881
66.6,0.029210959,0.017778658,0.001436134
66.7,0.028921616,0.01721272,0.005861267
66.8,0.028626591,0.016659096,0.010363005
66.9,0.028326008,0.016118107,0.01493981
67,0.028019998,0.015590066,0.019590111
67.1,0.027708698,0.015075284,0.024312314
67.2,0.027392246,0.014574069,0.029104795
67.3,0.02707079,0.014086727,0.033965903
67.4,0.026744478,0.013613556,0.038893964
67.5,0.026413466,0.013154854,0.043887277
67.6,0.026077912,0.012710914,0.048944117
67.7,0.025737982,0.012282023,0.054062735
67.8,0.025393843,0.011868467,0.059241358
67.9,0.025045667,0.011470526,0.064478193
68,0.024693633,0.011088475,0.069771422
68.1,0.024337921,0.010722584,0.075119209
68.2,0.023978717,0.010373121,0.080519696
68.3,0.02361621,0.010040347,0.085971005
68.4,0.023250594,0.009724519,0.091471241
68.5,0.022882066,0.009425889,0.097018488
68.6,0.022510827,0.009144702,0.102610815
68.7,0.022137082,0.008881201,0.108246273
68.8,0.021761038,0.008635622,0.113922898
68.9,0.021382909,0.008408195,0.11963871
69,0.021002908,0.008199145,0.125391715
69.1,0.020621255,0.008008692,0.131179905
69.2,0.020238171,0.007837051,0.137001259
69.3,0.01985388,0.007684429,0.142853744
69.4,0.019468611,0.007551028,0.148735317
69.5,0.019082594,0.007437045,0.154643921
69.6,0.018696061,0.007342671,0.160577494
69.7,0.01830925,0.007268089,0.166533961
69.8,0.017922398,0.007213477,0.17251124
69.9,0.017535746,0.007179006,0.178507242
70,0.017149537,0.007164844,0.184519872
70.1,0.016764016,0.007171147,0.190547028
70.2,0.016379432,0.007198069,0.196586602
70.3,0.015996032,0.007245755,0.202636485
70.4,0.015614069,0.007314345,0.208694562
70.5,0.015233795,0.007403971,0.214758716
70.6,0.014855464,0.007514759,0.220826828
70.7,0.014479333,0.007646827,0.22689678
70.8,0.014105658,0.007800288,0.23296645
70.9,0.013734699,0.007975247,0.239033719
71,0.013366714,0.008171801,0.24509647
71.1,0.013001964,0.008390042,0.251152587
71.2,0.012640711,0.008630054,0.257199958
71.3,0.012283217,0.008891913,0.263236473
71.4,0.011929744,0.009175689,0.269260028
71.5,0.011580557,0.009481444,0.275268524
71.6,0.011235917,0.009809234,0.281259869
71.7,0.010896089,0.010159107,0.287231976
71.8,0.010561338,0.010531102,0.293182769
71.9,0.010231926,0.010925254,0.299110177
72,0.009908118,0.011341588,0.30501214
72.1,0.009590177,0.011780122,0.310886608
72.2,0.009278366,0.012240868,0.316731542
72.3,0.008972948,0.012723829,0.322544915
72.4,0.008674184,0.013229,0.328324711
72.5,0.008382336,0.013756372,0.334068928
72.6,0.008097663,0.014305924,0.339775578
72.7,0.007820425,0.014877631,0.345442688
72.8,0.00755088,0.015471459,0.351068299
72.9,0.007289284,0.016087366,0.356650469
73,0.007035893,0.016725304,0.362187273
73.1,0.00679096,0.017385216,0.367676803
73.2,0.006554737,0.018067039,0.373117169
73.3,0.006327475,0.018770701,0.378506501
73.4,0.006109422,0.019496124,0.383842948
73.5,0.005900824,0.020243221,0.389124679
73.6,0.005701925,0.021011899,0.394349885
73.7,0.005512967,0.021802057,0.399516777
73.8,0.00533419,0.022613587,0.40462359
73.9,0.005165831,0.023446372,0.409668581
74,0.005008123,0.02430029,0.414650031
74.1,0.004861299,0.02517521,0.419566244
74.2,0.004725587,0.026070994,0.424415552
74.3,0.004601213,0.026987498,0.429196309
74.4,0.004488399,0.02792457,0.433906897
74.5,0.004387364,0.02888205,0.438545724
74.6,0.004298326,0.029859771,0.443111226
74.7,0.004221496,0.030857561,0.447601866
74.8,0.004157084,0.031875238,0.452016135
74.9,0.004105295,0.032912616,0.456352554
75,0.00406633,0.033969499,0.460609673
75.1,0.004040388,0.035045686,0.464786072
75.2,0.004027662,0.036140971,0.468880362
75.3,0.004028342,0.037255136,0.472891184
75.4,0.004042614,0.038387962,0.47681721
75.5,0.004070658,0.039539219,0.480657147
75.6,0.004112653,0.040708674,0.484409732
75.7,0.00416877,0.041896085,0.488073733
75.8,0.004239178,0.043101204,0.491647956
75.9,0.00432404,0.044323777,0.495131238
76,0.004423513,0.045563545,0.498522449
76.1,0.004537753,0.046820241,0.501820496
76.2,0.004666908,0.048093592,0.50502432
76.3,0.004811121,0.04938332,0.508132897
76.4,0.004970532,0.050689141,0.511145238
76.5,0.005145274,0.052010765,0.514060392
76.6,0.005335475,0.053347895,0.516877442
76.7,0.005541259,0.054700229,0.51959551
76.8,0.005762743,0.056067462,0.522213753
76.9,0.006000039,0.05744928,0.524731367
77,0.006253254,0.058845365,0.527147582
77.1,0.006522489,0.060255394,0.529461671
77.2,0.006807839,0.061679038,0.53167294
77.3,0.007109395,0.063115964,0.533780736
77.4,0.007427239,0.064565835,0.535784444
77.5,0.007761451,0.066028305,0.537683488
77.6,0.008112101,0.067503028,0.539477329
77.7,0.008479257,0.068989651,0.541165469
77.8,0.008862978,0.070487816,0.542747448
77.9,0.009263319,0.071997163,0.544222846
78,0.009680328,0.073517325,0.545591281
78.1,0.010114046,0.075047933,0.546852411
78.2,0.010564509,0.076588613,0.548005936
78.3,0.011031746,0.078138986,0.549051593
78.4,0.011515782,0.079698672,0.549989158
78.5,0.012016631,0.081267284,0.55081845
78.6,0.012534307,0.082844434,0.551539324
78.7,0.013068811,0.08442973,0.552151678
78.8,0.013620143,0.086022776,0.552655449
78.9,0.014188293,0.087623173,0.553050612
79,0.014773247,0.089230519,0.553337183
79.1,0.015374982,0.090844411,0.553515219
79.2,0.015993472,0.09246444,0.553584814
79.3,0.016628682,0.094090196,0.553546105
79.4,0.01728057,0.095721267,0.553399264
79.5,0.017949089,0.097357238,0.553144506
79.6,0.018634186,0.098997692,0.552782085
79.7,0.0193358,0.100642209,0.552312292
79.8,0.020053864,0.102290368,0.551735458
79.9,0.020788304,0.103941746,0.551051953
80,0.021539042,0.105595918,0.550262187
80.1,0.022305989,0.107252459,0.549366605
80.2,0.023089054,0.10891094,0.548365694
80.3,0.023888137,0.110570932,0.547259975
80.4,0.024703132,0.112232007,0.546050011
80.5,0.025533927,0.113893731,0.544736399
80.6,0.026380403,0.115555674,0.543319776
80.7,0.027242436,0.117217403,0.541800813
80.8,0.028119893,0.118878485,0.54018022
80.9,0.029012638,0.120538487,0.538458743
81,0.029920526,0.122196974,0.536637162
81.1,0.030843406,0.123853513,0.534716296
81.2,0.031781124,0.12550767,0.532696997
81.3,0.032733514,0.127159011,0.530580151
81.4,0.03370041,0.128807102,0.528366682
81.5,0.034681636,0.130451512,0.526057546
81.6,0.035677011,0.132091806,0.523653732
81.7,0.036686347,0.133727555,0.521156264
81.8,0.037709453,0.135358327,0.518566199
81.9,0.038746129,0.136983691,0.515884625
82,0.039796171,0.138603221,0.513112663
82.1,0.040859367,0.140216487,0.510251467
82.2,0.041935503,0.141823065,0.507302219
82.3,0.043024356,0.143422531,0.504266134
82.4,0.044125698,0.145014461,0.501144456
82.5,0.045239298,0.146598434,0.49793846
82.6,0.046364916,0.148174033,0.494649449
82.7,0.047502309,0.149740841,0.491278754
82.8,0.048651228,0.151298442,0.487827735
82.9,0.049811419,0.152846426,0.48429778
83,0.050982622,0.154384383,0.480690303
83.1,0.052164573,0.155911907,0.477006744
83.2,0.053357003,0.157428592,0.47324857
83.3,0.054559636,0.15893404,0.469417273
83.4,0.055772196,0.16042785,0.465514367
83.5,0.056994397,0.16190963,0.461541395
83.6,0.058225951,0.163378987,0.457499918
83.7,0.059466565,0.164835534,0.453391524
83.8,0.060715943,0.166278885,0.44921782
83.9,0.061973783,0.167708662,0.444980437
84,0.063239778,0.169124487,0.440681025
84.1,0.06451362,0.170525986,0.436321255
84.2,0.065794994,0.171912792,0.431902816
84.3,0.067083582,0.17328454,0.427427419
84.4,0.068379063,0.17464087,0.42289679
84.5,0.069681112,0.175981425,0.418312674
84.6,0.0709894,0.177305854,0.413676833
84.7,0.072303594,0.178613812,0.408991044
84.8,0.07362336,0.179904955,0.4042571
84.9,0.074948357,0.181178948,0.399476809
85,0.076278245,0.182435458,0.394651992
85.1,0.077612678,0.183674158,0.389784485
85.2,0.078951309,0.184894726,0.384876135
85.3,0.080293787,0.186096847,0.3799288
85.4,0.081639759,0.187280209,0.374944353
85.5,0.082988869,0.188444507,0.369924672
85.6,0.084340759,0.189589441,0.36487165
85.7,0.085695069,0.190714717,0.359787184
85.8,0.087051437,0.191820046,0.354673182
85.9,0.088409499,0.192905146,0.34953156
86,0.089768887,0.19396974,0.344364238
86.1,0.091129234,0.195013558,0.339173144
86.2,0.092490171,0.196036336,0.333960211
86.3,0.093851326,0.197037814,0.328727376
86.4,0.095212327,0.198017743,0.32347658
86.5,0.096572801,0.198975876,0.318209766
86.6,0.097932372,0.199911973,0.31292888
86.7,0.099290666,0.200825804,0.30763587
86.8,0.100647305,0.201717141,0.302332683
86.9,0.102001914,0.202585766,0.297021268
87,0.103354113,0.203431466,0.291703571
87.1,0.104703526,0.204254036,0.286381539
87.2,0.106049774,0.205053277,0.281057115
87.3,0.107392478,0.205828996,0.275732239
87.4,0.108731261,0.20658101,0.270408848
87.5,0.110065744,0.207309139,0.265088873
87.6,0.11139555,0.208013214,0.259774242
87.7,0.1127203,0.208693071,0.254466875
87.8,0.114039619,0.209348553,0.249168686
87.9,0.115353129,0.209979511,0.243881583
88,0.116660457,0.210585803,0.238607463
88.1,0.117961226,0.211167295,0.233348216
88.2,0.119255065,0.211723859,0.228105722
88.3,0.1205416,0.212255375,0.222881851
88.4,0.121820463,0.21276173,0.217678462
88.5,0.123091283,0.213242821,0.212497402
88.6,0.124353693,0.213698548,0.207340505
88.7,0.125607328,0.214128822,0.202209592
88.8,0.126851825,0.21453356,0.197106473
88.9,0.12808682,0.214912687,0.192032939
89,0.129311957,0.215266135,0.186990769
89.1,0.130526876,0.215593845,0.181981726
89.2,0.131731224,0.215895765,0.177007555
89.3,0.132924649,0.216171848,0.172069986
89.4,0.134106802,0.216422058,0.167170729
89.5,0.135277336,0.216646365,0.162311478
89.6,0.136435908,0.216844748,0.157493906
89.7,0.137582177,0.217017191,0.152719667
89.8,0.138715808,0.217163687,0.147990395
89.9,0.139836466,0.217284238,0.143307704
90,0.140943821,0.217378851,0.138673185
90.1,0.142037546,0.217447542,0.134088408
90.2,0.14311732,0.217490334,0.12955492
90.3,0.144182822,0.217507258,0.125074246
90.4,0.145233738,0.217498353,0.120647884
90.5,0.146269758,0.217463663,0.116277313
90.6,0.147290574,0.217403242,0.111963982
90.7,0.148295885,0.217317151,0.107709319
90.8,0.149285392,0.217205457,0.103514723
90.9,0.150258803,0.217068236,0.099381568
91,0.151215828,0.216905571,0.095311202
91.1,0.152156184,0.21671755,0.091304943
91.2,0.153079593,0.216504272,0.087364085
91.3,0.153985779,0.21626584,0.083489891
91.4,0.154874474,0.216002365,0.079683597
91.5,0.155745414,0.215713968,0.075946408
91.6,0.156598342,0.215400771,0.072279501
91.7,0.157433003,0.21506291,0.068684022
91.8,0.158249151,0.214700521,0.065161089
91.9,0.159046543,0.214313753,0.061711786
92,0.159824943,0.213902758,0.058337169
92.1,0.160584122,0.213467696,0.055038259
92.2,0.161323853,0.213008734,0.05181605
92.3,0.162043918,0.212526044,0.048671498
92.4,0.162744105,0.212019806,0.045605532
92.5,0.163424206,0.211490207,0.042619044
92.6,0.164084022,0.210937439,0.039712897
92.7,0.164723358,0.210361701,0.036887916
92.8,0.165342026,0.209763198,0.034144897
92.9,0.165939845,0.209142141,0.031484599
93,0.166516639,0.208498748,0.028907747
93.1,0.167072241,0.207833243,0.026415033
93.2,0.167606487,0.207145853,0.024007115
93.3,0.168119224,0.206436816,0.021684613
93.4,0.168610302,0.20570637,0.019448116
93.5,0.169079579,0.204954763,0.017298174
93.6,0.169526921,0.204182248,0.015235306
93.7,0.1699522,0.20338908,0.013259992
93.8,0.170355294,0.202575524,0.011372677
93.9,0.170736089,0.201741847,0.009573772
94,0.171094479,0.200888322,0.007863651
94.1,0.171430362,0.200015228,0.006242652
94.2,0.171743647,0.199122849,0.004711078
94.3,0.172034247,0.198211471,0.003269194
94.4,0.172302083,0.197281388,0.001917232
94.5,0.172547085,0.196332897,0.000655384
94.6,0.172769187,0.195366301,-0.000516191
94.7,0.172968333,0.194381905,-0.00159737
94.8,0.173144474,0.19338002,-0.002588069
94.9,0.173297566,0.192360962,-0.003488238
95,0.173427575,0.191325048,-0.004297862
95.1,0.173534473,0.190272601,-0.005016965
95.2,0.173618239,0.189203949,-0.005645605
95.3,0.173678861,0.188119422,-0.006183876
95.4,0.173716333,0.187019353,-0.006631908
95.5,0.173730656,0.18590408,-0.006989866
95.6,0.17372184,0.184773943,-0.007257953
95.7,0.173689901,0.183629287,-0.007436403
95.8,0.173634863,0.182470459,-0.00752549
95.9,0.173556756,0.181297808,-0.00752552
96,0.173455619,0.180111687,-0.007436834
96.1,0.173331499,0.178912451,-0.00725981
96.2,0.173184448,0.17770046,-0.006994858
96.3,0.173014526,0.176476074,-0.006642424
96.4,0.172821801,0.175239654,-0.006202986
96.5,0.172606348,0.173991567,-0.005677059
96.6,0.172368249,0.17273218,-0.005065189
96.7,0.172107593,0.171461861,-0.004367956
96.8,0.171824477,0.170180982,-0.003585972
96.9,0.171519005,0.168889916,-0.002719885
97,0.171191287,0.167589035,-0.001770372
97.1,0.17084144,0.166278717,-0.000738143
97.2,0.17046959,0.164959337,0.00037606
97.3,0.170075868,0.163631273,0.001571463
97.4,0.169660413,0.162294906,0.002847262
97.5,0.16922337,0.160950614,0.004202621
97.6,0.168764891,0.159598777,0.005636675
97.7,0.168285136,0.158239778,0.007148529
97.8,0.16778427,0.156873998,0.008737258
97.9,0.167262465,0.155501819,0.010401907
98,0.1667199,0.154123624,0.012141494
98.1,0.166156761,0.152739794,0.013955009
98.2,0.165573239,0.151350712,0.015841411
98.3,0.164969533,0.14995676,0.017799636
98.4,0.164345847,0.14855832,0.019828591
98.5,0.163702391,0.147155773,0.021927155
98.6,0.163039383,0.1457495,0.024094184
98.7,0.162357045,0.144339881,0.026328507
98.8,0.161655607,0.142927296,0.028628928
98.9,0.160935302,0.141512123,0.030994228
99,0.160196371,0.140094738,0.033423163
99.1,0.159439062,0.138675519,0.035914465
99.2,0.158663624,0.137254839,0.038466846
99.3,0.157870316,0.135833072,0.041078991
99.4,0.157059401,0.13441059,0.043749568
99.5,0.156231147,0.132987762,0.046477222
99.6,0.155385826,0.131564957,0.049260577
99.7,0.154523718,0.13014254,0.052098238
99.8,0.153645106,0.128720875,0.054988789
99.9,0.152750279,0.127300325,0.057930798
100,0.151839529,0.125881249,0.060922812
100.1,0.150913155,0.124464004,0.063963362
100.2,0.149971459,0.123048944,0.067050961
100.3,0.149014749,0.121636421,0.070184107
100.4,0.148043335,0.120226784,0.073361282
100.5,0.147057534,0.118820379,0.076580951
100.6,0.146057665,0.11741755,0.079841568
100.7,0.145044052,0.116018636,0.08314157
100.8,0.144017023,0.114623974,0.086479382
100.9,0.142976909,0.113233897,0.089853418
101,0.141924045,0.111848736,0.093262077
101.1,0.140858771,0.110468816,0.09670375
101.2,0.139781428,0.109094461,0.100176815
101.3,0.138692361,0.10772599,0.103679642
101.4,0.13759192,0.106363716,0.10721059
101.5,0.136480455,0.105007953,0.110768012
101.6,0.135358321,0.103659006,0.11435025
101.7,0.134225876,0.102317179,0.117955641
101.8,0.133083478,0.100982771,0.121582516
101.9,0.131931492,0.099656075,0.125229198
102,0.13077028,0.098337382,0.128894006
102.1,0.12960021,0.097026978,0.132575255
102.2,0.128421651,0.095725143,0.136271255
102.3,0.127234974,0.094432153,0.139980315
102.4,0.126040552,0.093148281,0.14370074
102.5,0.124838759,0.091873791,0.147430833
102.6,0.12362997,0.090608947,0.151168897
102.7,0.122414564,0.089354005,0.154913234
102.8,0.12119292,0.088109217,0.158662147
102.9,0.119965416,0.086874829,0.162413939
103,0.118732433,0.085651082,0.166166916
103.1,0.117494354,0.084438213,0.169919386
103.2,0.11625156,0.083236452,0.173669659
103.3,0.115004434,0.082046025,0.177416049
103.4,0.113753359,0.080867151,0.181156877
103.5,0.112498719,0.079700045,0.184890465
103.6,0.111240898,0.078544916,0.188615144
103.7,0.10998028,0.077401967,0.19232925
103.8,0.108717247,0.076271396,0.196031126
103.9,0.107452182,0.075153394,0.199719124
104,0.10618547,0.074048147,0.203391602
104.1,0.104917492,0.072955836,0.207046929
104.2,0.103648629,0.071876635,0.210683484
104.3,0.102379262,0.070810712,0.214299655
104.4,0.101109772,0.069758231,0.217893841
104.5,0.099840536,0.068719347,0.221464454
104.6,0.098571931,0.067694211,0.225009918
104.7,0.097304334,0.066682969,0.228528667
104.8,0.09603812,0.065685757,0.232019152
104.9,0.09477366,0.06470271,0.235479837
105,0.093511326,0.063733953,0.2389092
105.1,0.092251486,0.062779607,0.242305735
105.2,0.090994508,0.061839786,0.245667951
105.3,0.089740756,0.060914597,0.248994374
105.4,0.088490592,0.060004143,0.252283548
105.5,0.087244377,0.059108519,0.255534034
105.6,0.086002467,0.058227815,0.258744409
105.7,0.084765218,0.057362113,0.261913271
105.8,0.08353298,0.056511492,0.265039237
105.9,0.082306103,0.055676022,0.268120944
106,0.081084932,0.054855768,0.271157049
106.1,0.07986981,0.054050788,0.274146228
106.2,0.078661074,0.053261135,0.277087182
106.3,0.077459062,0.052486854,0.27997863
106.4,0.076264105,0.051727987,0.282819316
106.5,0.07507653,0.050984567,0.285608006
106.6,0.073896664,0.050256622,0.288343489
106.7,0.072724825,0.049544173,0.291024578
106.8,0.07156133,0.048847237,0.29365011
106.9,0.070406492,0.048165823,0.296218946
107,0.069260618,0.047499934,0.298729975
107.1,0.068124013,0.046849568,0.301182107
107.2,0.066996974,0.046214716,0.303574282
107.3,0.065879797,0.045595365,0.305905463
107.4,0.064772772,0.044991494,0.308174642
107.5,0.063676183,0.044403078,0.310380838
107.6,0.06259031,0.043830083,0.312523095
107.7,0.061515428,0.043272473,0.314600487
107.8,0.060451809,0.042730204,0.316612116
107.9,0.059399715,0.042203228,0.318557112
108,0.058359407,0.041691488,0.320434634
108.1,0.05733114,0.041194926,0.322243869
108.2,0.056315161,0.040713475,0.323984036
108.3,0.055311714,0.040247064,0.325654379
108.4,0.054321037,0.039795616,0.327254178
108.5,0.053343361,0.03935905,0.328782738
108.6,0.052378913,0.038937278,0.330239398
108.7,0.051427914,0.038530207,0.331623525
108.8,0.050490576,0.038137739,0.332934519
108.9,0.04956711,0.037759773,0.334171809
109,0.048657717,0.037396199,0.335334858
109.1,0.047762593,0.037046905,0.336423158
109.2,0.046881929,0.036711774,0.337436234
109.3,0.046015909,0.036390683,0.338373643
109.4,0.04516471,0.036083505,0.339234972
109.5,0.044328504,0.035790108,0.340019844
109.6,0.043507454,0.035510355,0.340727909
109.7,0.042701721,0.035244106,0.341358855
109.8,0.041911455,0.034991216,0.341912397
109.9,0.041136802,0.034751534,0.342388286
110,0.0403779,0.034524907,0.342786306
110.1,0.039634883,0.034311177,0.34310627
110.2,0.038907875,0.034110182,0.343348028
110.3,0.038196996,0.033921756,0.343511459
110.4,0.037502357,0.03374573,0.343596477
110.5,0.036824064,0.033581929,0.343603029
110.6,0.036162216,0.033430176,0.343531092
110.7,0.035516904,0.033290292,0.343380679
110.8,0.034888213,0.03316209,0.343151833
110.9,0.034276223,0.033045385,0.342844631
111,0.033681003,0.032939984,0.342459183
111.1,0.033102618,0.032845695,0.341995631
111.2,0.032541127,0.032762319,0.341454147
111.3,0.03199658,0.032689657,0.340834939
111.4,0.03146902,0.032627505,0.340138246
111.5,0.030958486,0.032575659,0.339364337
111.6,0.030465007,0.032533909,0.338513516
111.7,0.029988606,0.032502046,0.337586116
111.8,0.0295293,0.032479856,0.336582503
111.9,0.029087099,0.032467122,0.335503074
112,0.028662005,0.032463629,0.334348258
112.1,0.028254015,0.032469155,0.333118515
112.2,0.027863117,0.03248348,0.331814333
112.3,0.027489294,0.032506379,0.330436235
112.4,0.027132522,0.032537627,0.328984771
112.5,0.026792769,0.032576998,0.327460522
112.6,0.026469999,0.032624262,0.3258641
112.7,0.026164166,0.032679191,0.324196144
112.8,0.02587522,0.032741552,0.322457326
112.9,0.025603103,0.032811114,0.320648343
113,0.025347751,0.032887644,0.318769922
113.1,0.025109094,0.032970906,0.316822821
113.2,0.024887053,0.033060667,0.314807823
113.3,0.024681547,0.03315669,0.312725738
113.4,0.024492485,0.033258739,0.310577407
113.5,0.02431977,0.033366578,0.308363695
113.6,0.024163302,0.033479969,0.306085494
113.7,0.02402297,0.033598675,0.303743723
113.8,0.023898661,0.033722458,0.301339326
113.9,0.023790254,0.033851082,0.298873274
114,0.023697622,0.033984308,0.296346561
114.1,0.023620633,0.034121901,0.293760207
114.2,0.023559148,0.034263624,0.291115255
114.3,0.023513022,0.034409239,0.288412773
114.4,0.023482107,0.034558513,0.285653852
114.5,0.023466247,0.03471121,0.282839604
114.6,0.023465279,0.034867095,0.279971167
114.7,0.023479039,0.035025937,0.277049697
114.8,0.023507353,0.035187504,0.274076374
114.9,0.023550046,0.035351563,0.271052398
115,0.023606934,0.035517887,0.26797899
115.1,0.023677829,0.035686247,0.264857389
115.2,0.02376254,0.035856416,0.261688855
115.3,0.023860869,0.03602817,0.258474668
115.4,0.023972614,0.036201285,0.255216125
115.5,0.024097568,0.03637554,0.251914539
115.6,0.024235519,0.036550716,0.248571244
115.7,0.024386251,0.036726595,0.245187588
115.8,0.024549544,0.036902963,0.241764936
115.9,0.024725172,0.037079606,0.238304668
116,0.024912908,0.037256315,0.234808182
116.1,0.025112517,0.03743288,0.231276886
116.2,0.025323762,0.037609097,0.227712206
116.3,0.025546404,0.037784763,0.224115578
116.4,0.025780196,0.037959678,0.220488452
116.5,0.026024892,0.038133646,0.216832292
116.6,0.026280238,0.038306471,0.213148571
116.7,0.02654598,0.038477964,0.209438774
116.8,0.026821859,0.038647936,0.205704396
116.9,0.027107613,0.038816202,0.201946943
117,0.027402979,0.038982583,0.198167929
117.1,0.027707688,0.039146899,0.194368876
117.2,0.02802147,0.039308977,0.190551316
117.3,0.028344052,0.039468647,0.186716787
117.4,0.028675158,0.039625741,0.182866833
117.5,0.029014511,0.039780096,0.179003006
117.6,0.02936183,0.039931554,0.175126861
117.7,0.029716833,0.040079959,0.171239961
117.8,0.030079236,0.040225159,0.16734387
117.9,0.030448752,0.040367009,0.163440158
118,0.030825093,0.040505364,0.159530397
118.1,0.031207971,0.040640087,0.155616162
118.2,0.031597093,0.040771043,0.151699028
118.3,0.031992167,0.040898102,0.147780573
118.4,0.032392901,0.041021139,0.143862375
118.5,0.032798999,0.041140033,0.139946011
118.6,0.033210165,0.041254667,0.136033058
118.7,0.033626103,0.041364931,0.132125092
118.8,0.034046517,0.041470716,0.128223687
118.9,0.034471108,0.041571921,0.124330412
119,0.034899579,0.041668449,0.120446836
119.1,0.035331631,0.041760206,0.116574522
119.2,0.035766967,0.041847106,0.11271503
119.3,0.036205287,0.041929067,0.108869913
119.4,0.036646293,0.042006009,0.105040721
119.5,0.037089689,0.042077862,0.101228995
119.6,0.037535176,0.042144557,0.097436271
119.7,0.037982457,0.042206032,0.093664076
119.8,0.038431237,0.042262231,0.089913929
119.9,0.038881221,0.042313102,0.086187343
120,0.039332113,0.042358598,0.082485818
120.1,0.03978362,0.042398677,0.078810846
120.2,0.040235452,0.042433304,0.075163909
120.3,0.040687316,0.042462449,0.071546476
120.4,0.041138925,0.042486086,0.067960007
120.5,0.041589991,0.042504194,0.064405948
120.6,0.042040228,0.042516761,0.060885733
120.7,0.042489352,0.042523776,0.057400782
120.8,0.042937082,0.042525236,0.053952503
120.9,0.043383139,0.042521143,0.050542287
121,0.043827245,0.042511504,0.047171512
121.1,0.044269125,0.042496332,0.043841541
121.2,0.044708508,0.042475645,0.040553718
121.3,0.045145124,0.042449467,0.037309376
121.4,0.045578706,0.042417827,0.034109825
121.5,0.046008991,0.042380759,0.030956361
121.6,0.046435717,0.042338304,0.027850262
121.7,0.046858628,0.042290507,0.024792787
121.8,0.047277468,0.042237419,0.021785175
121.9,0.047691988,0.042179097,0.018828648
122,0.04810194,0.042115601,0.015924406
122.1,0.048507081,0.042047,0.01307363
122.2,0.04890717,0.041973365,0.01027748
122.3,0.049301972,0.041894776,0.007537094
122.4,0.049691254,0.041811314,0.00485359
122.5,0.050074789,0.041723069,0.002228063
122.6,0.050452352,0.041630134,-0.000338415
122.7,0.050823726,0.041532608,-0.002844793
122.8,0.051188693,0.041430596,-0.005290046
122.9,0.051547045,0.041324206,-0.007673169
123,0.051898575,0.041213555,-0.009993183
123.1,0.052243081,0.04109876,-0.012249134
123.2,0.052580369,0.040979947,-0.014440091
123.3,0.052910245,0.040857245,-0.016565149
123.4,0.053232524,0.04073079,-0.018623428
123.5,0.053547023,0.040600719,-0.020614073
123.6,0.053853568,0.040467179,-0.022536256
123.7,0.054151986,0.040330318,-0.024389175
123.8,0.054442113,0.04019029,-0.026172053
123.9,0.054723788,0.040047253,-0.027884143
124,0.054996855,0.03990137,-0.029524722
124.1,0.055261167,0.039752811,-0.031093095
124.2,0.055516578,0.039601746,-0.032588595
124.3,0.055762953,0.039448352,-0.034010584
124.4,0.056000157,0.03929281,-0.035358449
124.5,0.056228066,0.039135306,-0.036631608
124.6,0.056446559,0.038976029,-0.037829506
124.7,0.056655522,0.038815173,-0.038951616
124.8,0.056854846,0.038652935,-0.039997441
124.9,0.057044429,0.038489517,-0.040966514
125,0.057224175,0.038325125,-0.041858393
125.1,0.057393994,0.038159967,-0.04267267
125.2,0.057553803,0.037994258,-0.043408962
125.3,0.057703524,0.037828213,-0.04406692
125.4,0.057843086,0.037662053,-0.044646219
125.5,0.057972426,0.037496002,-0.045146569
125.6,0.058091484,0.037330287,-0.045567706
125.7,0.058200209,0.037165138,-0.045909398
125.8,0.058298555,0.037000788,-0.046171442
125.9,0.058386485,0.036837475,-0.046353664
